Host,Dopant,Eseg,fcc_facet,cn,pauly_eneg_host,pauly_eneg_dopant,diff_pauly_eneg,CEb_host,CEb_dopant,diff_CEb,diff_CEb/cn,gordy_eneg_host,gordy_eneg_dopant,diff_gordy_eneg,r_host,r_dopant,diff_r,EA_host,EA_dopant,diff_EA,IP_host,IP_dopant,diff_IP,CEb_host/CN,CEb_dopant/CN,CEb_host/sqrtCN,CEb_dopant/sqrtCN,diff_CEb/sqrtCN,CEb_host*CN,CEb_dopant*CN,diff_CEb*CN,density_host,density_dopant,diff_density,lattice_const_host,lattice_const_dopant,diff_lattice_const,dipole_polar_host,dipole_polar_dopant,diff_dipole_polar
Pt,W,1.88,111,9,2.2,1.7,0.5000000000000002,-5.42,-8.47,3.0500000000000007,0.33888888888888896,0.0260162601626016,0.0226277372262773,0.003388522936324301,1.77,1.93,-0.15999999999999992,2.128,0.81626,1.3117400000000001,8.95883,7.86403,1.094800000000001,-0.6022222222222222,-0.9411111111111112,-1.8066666666666666,-2.8233333333333337,1.016666666666667,-48.78,-76.23,27.450000000000003,21.45,19.3,2.1499999999999986,3.92,3.16,0.7599999999999998,48.0,68.0,-20.0
Pt,Ta,1.74,111,9,2.2,1.5,0.7000000000000002,-5.42,-8.58,3.16,0.35111111111111115,0.0260162601626016,0.0202054794520548,0.0058107807105468,1.77,2.0,-0.22999999999999998,2.128,0.322,1.806,8.95883,7.54957,1.4092600000000006,-0.6022222222222222,-0.9533333333333334,-1.8066666666666666,-2.86,1.0533333333333332,-48.78,-77.22,28.439999999999998,21.45,16.654,4.795999999999999,3.92,3.31,0.6099999999999999,48.0,74.0,-26.0
Rh,V,1.16,111,9,2.28,1.63,0.6499999999999999,-5.7,-5.25,-0.4500000000000002,-0.05000000000000002,0.0243999999999999,0.0220149253731343,0.002385074626865602,1.73,1.71,0.020000000000000018,1.137,0.525,0.612,7.4589,6.746187,0.7127129999999999,-0.6333333333333333,-0.5833333333333334,-1.9000000000000001,-1.75,-0.15000000000000013,-51.300000000000004,-47.25,-4.050000000000004,12.41,6.11,6.3,3.8,3.02,0.7799999999999998,66.0,87.0,-21.0
Rh,Cr,0.942,111,9,2.28,1.66,0.6199999999999999,-5.7,-4.05,-1.6500000000000004,-0.18333333333333338,0.0243999999999999,0.021311475409836,0.0030885245901639026,1.73,1.66,0.07000000000000006,1.137,0.665999999999999,0.471000000000001,7.4589,6.76651,0.6923899999999996,-0.6333333333333333,-0.44999999999999996,-1.9000000000000001,-1.3499999999999999,-0.5500000000000003,-51.300000000000004,-36.449999999999996,-14.850000000000009,12.41,7.18,5.23,3.8,2.88,0.9199999999999999,66.0,83.0,-17.0
Rh,Fe,0.676,111,9,2.28,1.83,0.44999999999999973,-5.7,-4.89,-0.8100000000000005,-0.09000000000000005,0.0243999999999999,0.0293103448275862,-0.004910344827586299,1.73,1.56,0.16999999999999993,1.137,0.151,0.986,7.4589,7.9024678,-0.4435678000000003,-0.6333333333333333,-0.5433333333333333,-1.9000000000000001,-1.63,-0.27000000000000024,-51.300000000000004,-44.01,-7.290000000000006,12.41,7.874,4.5360000000000005,3.8,2.87,0.9299999999999997,66.0,62.0,4.0
Rh,Nb,1.09,111,9,2.28,1.6,0.6799999999999997,-5.7,-6.79,1.0899999999999999,0.1211111111111111,0.0243999999999999,0.0166666666666666,0.0077333333333333,1.73,1.98,-0.25,1.137,0.917406,0.21959399999999996,7.4589,6.75885,0.7000500000000001,-0.6333333333333333,-0.7544444444444445,-1.9000000000000001,-2.263333333333333,0.36333333333333306,-51.300000000000004,-61.11,9.809999999999995,12.41,8.57,3.84,3.8,3.3,0.5,66.0,98.0,-32.0
Rh,Mo,1.25,111,9,2.28,2.16,0.11999999999999966,-5.7,-6.35,0.6499999999999995,0.07222222222222216,0.0243999999999999,0.0188405797101449,0.005559420289855,1.73,1.9,-0.16999999999999993,1.137,0.748,0.389,7.4589,7.09243,0.36646999999999963,-0.6333333333333333,-0.7055555555555555,-1.9000000000000001,-2.1166666666666667,0.21666666666666656,-51.300000000000004,-57.15,5.849999999999994,12.41,10.22,2.1899999999999995,3.8,3.15,0.6499999999999999,66.0,87.0,-21.0
Rh,W,1.3,111,9,2.28,1.7,0.5799999999999998,-5.7,-8.47,2.7700000000000005,0.3077777777777778,0.0243999999999999,0.0226277372262773,0.0017722627737226,1.73,1.93,-0.19999999999999996,1.137,0.81626,0.32074,7.4589,7.86403,-0.40512999999999977,-0.6333333333333333,-0.9411111111111112,-1.9000000000000001,-2.8233333333333337,0.9233333333333336,-51.300000000000004,-76.23,24.93,12.41,19.3,-6.890000000000001,3.8,3.16,0.6399999999999997,66.0,68.0,-2.0
Rh,Ta,1.17,111,9,2.28,1.5,0.7799999999999998,-5.7,-8.58,2.88,0.32,0.0243999999999999,0.0202054794520548,0.004194520547945099,1.73,2.0,-0.27,1.137,0.322,0.815,7.4589,7.54957,-0.09067000000000025,-0.6333333333333333,-0.9533333333333334,-1.9000000000000001,-2.86,0.9599999999999997,-51.300000000000004,-77.22,25.919999999999995,12.41,16.654,-4.244,3.8,3.31,0.48999999999999977,66.0,74.0,-8.0
Ir,V,0.986,111,9,2.2,1.63,0.5700000000000003,-7.19,-5.25,-1.9400000000000004,-0.2155555555555556,0.0290983606557376,0.0220149253731343,0.007083435282603301,1.8,1.71,0.09000000000000008,1.5638,0.525,1.0388000000000002,8.96702,6.746187,2.220833,-0.798888888888889,-0.5833333333333334,-2.396666666666667,-1.75,-0.646666666666667,-64.71000000000001,-47.25,-17.460000000000008,22.42,6.11,16.310000000000002,3.84,3.02,0.8199999999999998,54.0,87.0,-33.0
Ir,Cr,0.66,111,9,2.2,1.66,0.5400000000000003,-7.19,-4.05,-3.1400000000000006,-0.34888888888888897,0.0290983606557376,0.021311475409836,0.0077868852459016015,1.8,1.66,0.14000000000000012,1.5638,0.665999999999999,0.897800000000001,8.96702,6.76651,2.2005099999999995,-0.798888888888889,-0.44999999999999996,-2.396666666666667,-1.3499999999999999,-1.046666666666667,-64.71000000000001,-36.449999999999996,-28.260000000000012,22.42,7.18,15.240000000000002,3.84,2.88,0.96,54.0,83.0,-29.0
Ir,Fe,0.395,111,9,2.2,1.83,0.3700000000000001,-7.19,-4.89,-2.3000000000000007,-0.25555555555555565,0.0290983606557376,0.0293103448275862,-0.00021198417184859972,1.8,1.56,0.24,1.5638,0.151,1.4128,8.96702,7.9024678,1.0645521999999996,-0.798888888888889,-0.5433333333333333,-2.396666666666667,-1.63,-0.766666666666667,-64.71000000000001,-44.01,-20.70000000000001,22.42,7.874,14.546000000000003,3.84,2.87,0.9699999999999998,54.0,62.0,-8.0
Ir,Nb,0.628,111,9,2.2,1.6,0.6000000000000001,-7.19,-6.79,-0.40000000000000036,-0.04444444444444448,0.0290983606557376,0.0166666666666666,0.012431693989071,1.8,1.98,-0.17999999999999994,1.5638,0.917406,0.646394,8.96702,6.75885,2.20817,-0.798888888888889,-0.7544444444444445,-2.396666666666667,-2.263333333333333,-0.13333333333333375,-64.71000000000001,-61.11,-3.6000000000000085,22.42,8.57,13.850000000000001,3.84,3.3,0.54,54.0,98.0,-44.0
Ir,Mo,0.784,111,9,2.2,2.16,0.040000000000000036,-7.19,-6.35,-0.8400000000000007,-0.09333333333333342,0.0290983606557376,0.0188405797101449,0.010257780945592699,1.8,1.9,-0.09999999999999987,1.5638,0.748,0.8158000000000001,8.96702,7.09243,1.8745899999999995,-0.798888888888889,-0.7055555555555555,-2.396666666666667,-2.1166666666666667,-0.28000000000000025,-64.71000000000001,-57.15,-7.560000000000009,22.42,10.22,12.200000000000001,3.84,3.15,0.69,54.0,87.0,-33.0
Ir,W,0.909,111,9,2.2,1.7,0.5000000000000002,-7.19,-8.47,1.2800000000000002,0.14222222222222225,0.0290983606557376,0.0226277372262773,0.006470623429460299,1.8,1.93,-0.1299999999999999,1.5638,0.81626,0.7475400000000001,8.96702,7.86403,1.1029900000000001,-0.798888888888889,-0.9411111111111112,-2.396666666666667,-2.8233333333333337,0.42666666666666675,-64.71000000000001,-76.23,11.519999999999996,22.42,19.3,3.120000000000001,3.84,3.16,0.6799999999999997,54.0,68.0,-14.0
Ir,Ta,0.784,111,9,2.2,1.5,0.7000000000000002,-7.19,-8.58,1.3899999999999997,0.1544444444444444,0.0290983606557376,0.0202054794520548,0.008892881203682798,1.8,2.0,-0.19999999999999996,1.5638,0.322,1.2418,8.96702,7.54957,1.4174499999999997,-0.798888888888889,-0.9533333333333334,-2.396666666666667,-2.86,0.46333333333333293,-64.71000000000001,-77.22,12.509999999999991,22.42,16.654,5.766000000000002,3.84,3.31,0.5299999999999998,54.0,74.0,-20.0
Pd,V,0.638,100,8,2.2,1.63,0.5700000000000003,-3.74,-5.25,1.5099999999999998,0.18874999999999997,0.054166667,0.0220149253731343,0.0321517416268657,1.69,1.71,-0.020000000000000018,0.562,0.525,0.03700000000000003,8.33686,6.746187,1.5906729999999998,-0.4675,-0.65625,-1.3222896808188438,-1.8561553006146871,0.5338656197958433,-29.92,-42.0,12.079999999999998,12.02,6.11,5.909999999999999,3.89,3.02,0.8700000000000001,26.14,87.0,-60.86
Pd,Cr,0.353,100,8,2.2,1.66,0.5400000000000003,-3.74,-4.05,0.3099999999999996,0.03874999999999995,0.054166667,0.021311475409836,0.03285519159016401,1.69,1.66,0.030000000000000027,0.562,0.665999999999999,-0.10399999999999898,8.33686,6.76651,1.5703499999999995,-0.4675,-0.50625,-1.3222896808188438,-1.4318912319027586,0.10960155108391478,-29.92,-32.4,2.479999999999997,12.02,7.18,4.84,3.89,2.88,1.0100000000000002,26.14,83.0,-56.86
Pd,Fe,0.316,100,8,2.2,1.83,0.3700000000000001,-3.74,-4.89,1.1499999999999995,0.14374999999999993,0.054166667,0.0293103448275862,0.024856322172413802,1.69,1.56,0.1299999999999999,0.562,0.151,0.41100000000000003,8.33686,7.9024678,0.43439219999999956,-0.4675,-0.61125,-1.3222896808188438,-1.7288760800011085,0.4065863991822647,-29.92,-39.12,9.199999999999996,12.02,7.874,4.146,3.89,2.87,1.02,26.14,62.0,-35.86
Pd,Nb,0.993,100,8,2.2,1.6,0.6000000000000001,-3.74,-6.79,3.05,0.38125,0.054166667,0.0166666666666666,0.0375000003333334,1.69,1.98,-0.29000000000000004,0.562,0.917406,-0.355406,8.33686,6.75885,1.57801,-0.4675,-0.84875,-1.3222896808188438,-2.4006275221283286,1.0783378413094848,-29.92,-54.32,24.4,12.02,8.57,3.4499999999999993,3.89,3.3,0.5900000000000003,26.14,98.0,-71.86
Pd,Mo,1.01,100,8,2.2,2.16,0.040000000000000036,-3.74,-6.35,2.6099999999999994,0.32624999999999993,0.054166667,0.0188405797101449,0.035326087289855104,1.69,1.9,-0.20999999999999996,0.562,0.748,-0.18599999999999994,8.33686,7.09243,1.2444299999999995,-0.4675,-0.79375,-1.3222896808188438,-2.245064030267288,0.9227743494484442,-29.92,-50.8,20.879999999999995,12.02,10.22,1.799999999999999,3.89,3.15,0.7400000000000002,26.14,87.0,-60.86
Pd,W,1.13,100,8,2.2,1.7,0.5000000000000002,-3.74,-8.47,4.73,0.59125,0.054166667,0.0226277372262773,0.031538929773722704,1.69,1.93,-0.24,0.562,0.81626,-0.25425999999999993,8.33686,7.86403,0.4728300000000001,-0.4675,-1.05875,-1.3222896808188438,-2.994597218325029,1.672307537506185,-29.92,-67.76,37.84,12.02,19.3,-7.280000000000001,3.89,3.16,0.73,26.14,68.0,-41.86
Pd,Ta,1.11,100,8,2.2,1.5,0.7000000000000002,-3.74,-8.58,4.84,0.605,0.054166667,0.0202054794520548,0.0339611875479452,1.69,2.0,-0.31000000000000005,0.562,0.322,0.24000000000000005,8.33686,7.54957,0.7872899999999996,-0.4675,-1.0725,-1.3222896808188438,-3.033488091290289,1.711198410471445,-29.92,-68.64,38.72,12.02,16.654,-4.634,3.89,3.31,0.5800000000000001,26.14,74.0,-47.86
Pt,V,1.9,100,8,2.2,1.63,0.5700000000000003,-5.42,-5.25,-0.16999999999999993,-0.02124999999999999,0.0260162601626016,0.0220149253731343,0.004001334789467303,1.77,1.71,0.06000000000000005,2.128,0.525,1.6030000000000002,8.95883,6.746187,2.212643000000001,-0.6775,-0.65625,-1.9162593770155436,-1.8561553006146871,-0.060104076400856465,-43.36,-42.0,-1.3599999999999994,21.45,6.11,15.34,3.92,3.02,0.8999999999999999,48.0,87.0,-39.0
Pt,Cr,1.26,100,8,2.2,1.66,0.5400000000000003,-5.42,-4.05,-1.37,-0.17125,0.0260162601626016,0.021311475409836,0.004704784752765603,1.77,1.66,0.1100000000000001,2.128,0.665999999999999,1.462000000000001,8.95883,6.76651,2.1923200000000005,-0.6775,-0.50625,-1.9162593770155436,-1.4318912319027586,-0.48436814511278503,-43.36,-32.4,-10.96,21.45,7.18,14.27,3.92,2.88,1.04,48.0,83.0,-35.0
Pt,Fe,1.28,100,8,2.2,1.83,0.3700000000000001,-5.42,-4.89,-0.5300000000000002,-0.06625000000000003,0.0260162601626016,0.0293103448275862,-0.003294084664984598,1.77,1.56,0.20999999999999996,2.128,0.151,1.977,8.95883,7.9024678,1.0563622000000006,-0.6775,-0.61125,-1.9162593770155436,-1.7288760800011085,-0.18738329701443512,-43.36,-39.12,-4.240000000000002,21.45,7.874,13.576,3.92,2.87,1.0499999999999998,48.0,62.0,-14.0
Pt,Nb,1.94,100,8,2.2,1.6,0.6000000000000001,-5.42,-6.79,1.37,0.17125,0.0260162601626016,0.0166666666666666,0.009349593495935001,1.77,1.98,-0.20999999999999996,2.128,0.917406,1.210594,8.95883,6.75885,2.199980000000001,-0.6775,-0.84875,-1.9162593770155436,-2.4006275221283286,0.48436814511278503,-43.36,-54.32,10.96,21.45,8.57,12.879999999999999,3.92,3.3,0.6200000000000001,48.0,98.0,-50.0
Pt,Mo,2.07,100,8,2.2,2.16,0.040000000000000036,-5.42,-6.35,0.9299999999999997,0.11624999999999996,0.0260162601626016,0.0188405797101449,0.007175680452456701,1.77,1.9,-0.1299999999999999,2.128,0.748,1.3800000000000001,8.95883,7.09243,1.8664000000000005,-0.6775,-0.79375,-1.9162593770155436,-2.245064030267288,0.32880465325174435,-43.36,-50.8,7.439999999999998,21.45,10.22,11.229999999999999,3.92,3.15,0.77,48.0,87.0,-39.0
Pt,W,2.25,100,8,2.2,1.7,0.5000000000000002,-5.42,-8.47,3.0500000000000007,0.3812500000000001,0.0260162601626016,0.0226277372262773,0.003388522936324301,1.77,1.93,-0.15999999999999992,2.128,0.81626,1.3117400000000001,8.95883,7.86403,1.094800000000001,-0.6775,-1.05875,-1.9162593770155436,-2.994597218325029,1.0783378413094853,-43.36,-67.76,24.400000000000006,21.45,19.3,2.1499999999999986,3.92,3.16,0.7599999999999998,48.0,68.0,-20.0
Pt,Ta,2.13,100,8,2.2,1.5,0.7000000000000002,-5.42,-8.58,3.16,0.395,0.0260162601626016,0.0202054794520548,0.0058107807105468,1.77,2.0,-0.22999999999999998,2.128,0.322,1.806,8.95883,7.54957,1.4092600000000006,-0.6775,-1.0725,-1.9162593770155436,-3.033488091290289,1.1172287142747452,-43.36,-68.64,25.28,21.45,16.654,4.795999999999999,3.92,3.31,0.6099999999999999,48.0,74.0,-26.0
Rh,V,1.57,100,8,2.28,1.63,0.6499999999999999,-5.7,-5.25,-0.4500000000000002,-0.05625000000000002,0.0243999999999999,0.0220149253731343,0.002385074626865602,1.73,1.71,0.020000000000000018,1.137,0.525,0.612,7.4589,6.746187,0.7127129999999999,-0.7125,-0.65625,-2.0152543263816605,-1.8561553006146871,-0.15909902576697332,-45.6,-42.0,-3.6000000000000014,12.41,6.11,6.3,3.8,3.02,0.7799999999999998,66.0,87.0,-21.0
Rh,Cr,1.14,100,8,2.28,1.66,0.6199999999999999,-5.7,-4.05,-1.6500000000000004,-0.20625000000000004,0.0243999999999999,0.021311475409836,0.0030885245901639026,1.73,1.66,0.07000000000000006,1.137,0.665999999999999,0.471000000000001,7.4589,6.76651,0.6923899999999996,-0.7125,-0.50625,-2.0152543263816605,-1.4318912319027586,-0.5833630944789019,-45.6,-32.4,-13.200000000000003,12.41,7.18,5.23,3.8,2.88,0.9199999999999999,66.0,83.0,-17.0
Rh,Fe,0.903,100,8,2.28,1.83,0.44999999999999973,-5.7,-4.89,-0.8100000000000005,-0.10125000000000006,0.0243999999999999,0.0293103448275862,-0.004910344827586299,1.73,1.56,0.16999999999999993,1.137,0.151,0.986,7.4589,7.9024678,-0.4435678000000003,-0.7125,-0.61125,-2.0152543263816605,-1.7288760800011085,-0.286378246380552,-45.6,-39.12,-6.480000000000004,12.41,7.874,4.5360000000000005,3.8,2.87,0.9299999999999997,66.0,62.0,4.0
Rh,Nb,1.45,100,8,2.28,1.6,0.6799999999999997,-5.7,-6.79,1.0899999999999999,0.13624999999999998,0.0243999999999999,0.0166666666666666,0.0077333333333333,1.73,1.98,-0.25,1.137,0.917406,0.21959399999999996,7.4589,6.75885,0.7000500000000001,-0.7125,-0.84875,-2.0152543263816605,-2.4006275221283286,0.3853731957466682,-45.6,-54.32,8.719999999999999,12.41,8.57,3.84,3.8,3.3,0.5,66.0,98.0,-32.0
Rh,Mo,1.58,100,8,2.28,2.16,0.11999999999999966,-5.7,-6.35,0.6499999999999995,0.08124999999999993,0.0243999999999999,0.0188405797101449,0.005559420289855,1.73,1.9,-0.16999999999999993,1.137,0.748,0.389,7.4589,7.09243,0.36646999999999963,-0.7125,-0.79375,-2.0152543263816605,-2.245064030267288,0.2298097038856275,-45.6,-50.8,5.199999999999996,12.41,10.22,2.1899999999999995,3.8,3.15,0.6499999999999999,66.0,87.0,-21.0
Rh,W,1.81,100,8,2.28,1.7,0.5799999999999998,-5.7,-8.47,2.7700000000000005,0.34625000000000006,0.0243999999999999,0.0226277372262773,0.0017722627737226,1.73,1.93,-0.19999999999999996,1.137,0.81626,0.32074,7.4589,7.86403,-0.40512999999999977,-0.7125,-1.05875,-2.0152543263816605,-2.994597218325029,0.9793428919433684,-45.6,-67.76,22.160000000000004,12.41,19.3,-6.890000000000001,3.8,3.16,0.6399999999999997,66.0,68.0,-2.0
Rh,Ta,1.67,100,8,2.28,1.5,0.7799999999999998,-5.7,-8.58,2.88,0.36,0.0243999999999999,0.0202054794520548,0.004194520547945099,1.73,2.0,-0.27,1.137,0.322,0.815,7.4589,7.54957,-0.09067000000000025,-0.7125,-1.0725,-2.0152543263816605,-3.033488091290289,1.0182337649086284,-45.6,-68.64,23.04,12.41,16.654,-4.244,3.8,3.31,0.48999999999999977,66.0,74.0,-8.0
Ir,V,1.19,100,8,2.2,1.63,0.5700000000000003,-7.19,-5.25,-1.9400000000000004,-0.24250000000000005,0.0290983606557376,0.0220149253731343,0.007083435282603301,1.8,1.71,0.09000000000000008,1.5638,0.525,1.0388000000000002,8.96702,6.746187,2.220833,-0.89875,-0.65625,-2.5420488783656383,-1.8561553006146871,-0.6858935777509512,-57.52,-42.0,-15.520000000000003,22.42,6.11,16.310000000000002,3.84,3.02,0.8199999999999998,54.0,87.0,-33.0
Ir,Cr,0.758,100,8,2.2,1.66,0.5400000000000003,-7.19,-4.05,-3.1400000000000006,-0.39250000000000007,0.0290983606557376,0.021311475409836,0.0077868852459016015,1.8,1.66,0.14000000000000012,1.5638,0.665999999999999,0.897800000000001,8.96702,6.76651,2.2005099999999995,-0.89875,-0.50625,-2.5420488783656383,-1.4318912319027586,-1.1101576464628797,-57.52,-32.4,-25.120000000000005,22.42,7.18,15.240000000000002,3.84,2.88,0.96,54.0,83.0,-29.0
Ir,Fe,0.274,100,8,2.2,1.83,0.3700000000000001,-7.19,-4.89,-2.3000000000000007,-0.2875000000000001,0.0290983606557376,0.0293103448275862,-0.00021198417184859972,1.8,1.56,0.24,1.5638,0.151,1.4128,8.96702,7.9024678,1.0645521999999996,-0.89875,-0.61125,-2.5420488783656383,-1.7288760800011085,-0.8131727983645298,-57.52,-39.12,-18.400000000000006,22.42,7.874,14.546000000000003,3.84,2.87,0.9699999999999998,54.0,62.0,-8.0
Ir,Nb,0.829,100,8,2.2,1.6,0.6000000000000001,-7.19,-6.79,-0.40000000000000036,-0.050000000000000044,0.0290983606557376,0.0166666666666666,0.012431693989071,1.8,1.98,-0.17999999999999994,1.5638,0.917406,0.646394,8.96702,6.75885,2.20817,-0.89875,-0.84875,-2.5420488783656383,-2.4006275221283286,-0.14142135623730967,-57.52,-54.32,-3.200000000000003,22.42,8.57,13.850000000000001,3.84,3.3,0.54,54.0,98.0,-44.0
Ir,Mo,1.04,100,8,2.2,2.16,0.040000000000000036,-7.19,-6.35,-0.8400000000000007,-0.1050000000000001,0.0290983606557376,0.0188405797101449,0.010257780945592699,1.8,1.9,-0.09999999999999987,1.5638,0.748,0.8158000000000001,8.96702,7.09243,1.8745899999999995,-0.89875,-0.79375,-2.5420488783656383,-2.245064030267288,-0.29698484809835035,-57.52,-50.8,-6.720000000000006,22.42,10.22,12.200000000000001,3.84,3.15,0.69,54.0,87.0,-33.0
Ir,W,1.3,100,8,2.2,1.7,0.5000000000000002,-7.19,-8.47,1.2800000000000002,0.16000000000000003,0.0290983606557376,0.0226277372262773,0.006470623429460299,1.8,1.93,-0.1299999999999999,1.5638,0.81626,0.7475400000000001,8.96702,7.86403,1.1029900000000001,-0.89875,-1.05875,-2.5420488783656383,-2.994597218325029,0.4525483399593906,-57.52,-67.76,10.240000000000002,22.42,19.3,3.120000000000001,3.84,3.16,0.6799999999999997,54.0,68.0,-14.0
Ir,Ta,1.13,100,8,2.2,1.5,0.7000000000000002,-7.19,-8.58,1.3899999999999997,0.17374999999999996,0.0290983606557376,0.0202054794520548,0.008892881203682798,1.8,2.0,-0.19999999999999996,1.5638,0.322,1.2418,8.96702,7.54957,1.4174499999999997,-0.89875,-1.0725,-2.5420488783656383,-3.033488091290289,0.49143921292465054,-57.52,-68.64,11.119999999999997,22.42,16.654,5.766000000000002,3.84,3.31,0.5299999999999998,54.0,74.0,-20.0
Pd,V,0.711,110,7,2.2,1.63,0.5700000000000003,-3.74,-5.25,1.5099999999999998,0.2157142857142857,0.054166667,0.0220149253731343,0.0321517416268657,1.69,1.71,-0.020000000000000018,0.562,0.525,0.03700000000000003,8.33686,6.746187,1.5906729999999998,-0.5342857142857144,-0.75,-1.41358712905451,-1.9843134832984428,0.5707263542439329,-26.18,-36.75,10.57,12.02,6.11,5.909999999999999,3.89,3.02,0.8700000000000001,26.14,87.0,-60.86
Pd,Cr,0.455,110,7,2.2,1.66,0.5400000000000003,-3.74,-4.05,0.3099999999999996,0.04428571428571423,0.054166667,0.021311475409836,0.03285519159016401,1.69,1.66,0.030000000000000027,0.562,0.665999999999999,-0.10399999999999898,8.33686,6.76651,1.5703499999999995,-0.5342857142857144,-0.5785714285714285,-1.41358712905451,-1.5307561156873701,0.11716898663286024,-26.18,-28.349999999999998,2.169999999999998,12.02,7.18,4.84,3.89,2.88,1.0100000000000002,26.14,83.0,-56.86
Pd,Fe,0.366,110,7,2.2,1.83,0.3700000000000001,-3.74,-4.89,1.1499999999999995,0.1642857142857142,0.054166667,0.0293103448275862,0.024856322172413802,1.69,1.56,0.1299999999999999,0.562,0.151,0.41100000000000003,8.33686,7.9024678,0.43439219999999956,-0.5342857142857144,-0.6985714285714285,-1.41358712905451,-1.848246273015121,0.4346591439606111,-26.18,-34.23,8.049999999999997,12.02,7.874,4.146,3.89,2.87,1.02,26.14,62.0,-35.86
Pd,Nb,1.13,110,7,2.2,1.6,0.6000000000000001,-3.74,-6.79,3.05,0.43571428571428567,0.054166667,0.0166666666666666,0.0375000003333334,1.69,1.98,-0.29000000000000004,0.562,0.917406,-0.355406,8.33686,6.75885,1.57801,-0.5342857142857144,-0.97,-1.41358712905451,-2.5663787717326527,1.1527916426781428,-26.18,-47.53,21.35,12.02,8.57,3.4499999999999993,3.89,3.3,0.5900000000000003,26.14,98.0,-71.86
Pd,Mo,1.17,110,7,2.2,2.16,0.040000000000000036,-3.74,-6.35,2.6099999999999994,0.3728571428571428,0.054166667,0.0188405797101449,0.035326087289855104,1.69,1.9,-0.20999999999999996,0.562,0.748,-0.18599999999999994,8.33686,7.09243,1.2444299999999995,-0.5342857142857144,-0.9071428571428571,-1.41358712905451,-2.400074403608593,0.9864872745540829,-26.18,-44.449999999999996,18.269999999999996,12.02,10.22,1.799999999999999,3.89,3.15,0.7400000000000002,26.14,87.0,-60.86
Pd,W,1.36,110,7,2.2,1.7,0.5000000000000002,-3.74,-8.47,4.73,0.6757142857142858,0.054166667,0.0226277372262773,0.031538929773722704,1.69,1.93,-0.24,0.562,0.81626,-0.25425999999999993,8.33686,7.86403,0.4728300000000001,-0.5342857142857144,-1.2100000000000002,-1.41358712905451,-3.201359086388155,1.787771957333645,-26.18,-59.290000000000006,33.11000000000001,12.02,19.3,-7.280000000000001,3.89,3.16,0.73,26.14,68.0,-41.86
Pd,Ta,1.3,110,7,2.2,1.5,0.7000000000000002,-3.74,-8.58,4.84,0.6914285714285714,0.054166667,0.0202054794520548,0.0339611875479452,1.69,2.0,-0.31000000000000005,0.562,0.322,0.24000000000000005,8.33686,7.54957,0.7872899999999996,-0.5342857142857144,-1.2257142857142858,-1.41358712905451,-3.2429351784191693,1.8293480493646594,-26.18,-60.06,33.88,12.02,16.654,-4.634,3.89,3.31,0.5800000000000001,26.14,74.0,-47.86
Pt,V,1.26,110,7,2.2,1.63,0.5700000000000003,-5.42,-5.25,-0.16999999999999993,-0.024285714285714275,0.0260162601626016,0.0220149253731343,0.004001334789467303,1.77,1.71,0.06000000000000005,2.128,0.525,1.6030000000000002,8.95883,6.746187,2.212643000000001,-0.7742857142857142,-0.75,-2.0485674437100116,-1.9843134832984428,-0.06425396041156883,-37.94,-36.75,-1.1899999999999977,21.45,6.11,15.34,3.92,3.02,0.8999999999999999,48.0,87.0,-39.0
Pt,Cr,0.794,110,7,2.2,1.66,0.5400000000000003,-5.42,-4.05,-1.37,-0.19571428571428573,0.0260162601626016,0.021311475409836,0.004704784752765603,1.77,1.66,0.1100000000000001,2.128,0.665999999999999,1.462000000000001,8.95883,6.76651,2.1923200000000005,-0.7742857142857142,-0.5785714285714285,-2.0485674437100116,-1.5307561156873701,-0.5178113280226415,-37.94,-28.349999999999998,-9.59,21.45,7.18,14.27,3.92,2.88,1.04,48.0,83.0,-35.0
Pt,Fe,0.755,110,7,2.2,1.83,0.3700000000000001,-5.42,-4.89,-0.5300000000000002,-0.07571428571428575,0.0260162601626016,0.0293103448275862,-0.003294084664984598,1.77,1.56,0.20999999999999996,2.128,0.151,1.977,8.95883,7.9024678,1.0563622000000006,-0.7742857142857142,-0.6985714285714285,-2.0485674437100116,-1.848246273015121,-0.20032117069489064,-37.94,-34.23,-3.710000000000001,21.45,7.874,13.576,3.92,2.87,1.0499999999999998,48.0,62.0,-14.0
Pt,Nb,1.48,110,7,2.2,1.6,0.6000000000000001,-5.42,-6.79,1.37,0.19571428571428573,0.0260162601626016,0.0166666666666666,0.009349593495935001,1.77,1.98,-0.20999999999999996,2.128,0.917406,1.210594,8.95883,6.75885,2.199980000000001,-0.7742857142857142,-0.97,-2.0485674437100116,-2.5663787717326527,0.5178113280226411,-37.94,-47.53,9.590000000000003,21.45,8.57,12.879999999999999,3.92,3.3,0.6200000000000001,48.0,98.0,-50.0
Pt,Mo,1.66,110,7,2.2,2.16,0.040000000000000036,-5.42,-6.35,0.9299999999999997,0.1328571428571428,0.0260162601626016,0.0188405797101449,0.007175680452456701,1.77,1.9,-0.1299999999999999,2.128,0.748,1.3800000000000001,8.95883,7.09243,1.8664000000000005,-0.7742857142857142,-0.9071428571428571,-2.0485674437100116,-2.400074403608593,0.35150695989858116,-37.94,-44.449999999999996,6.509999999999998,21.45,10.22,11.229999999999999,3.92,3.15,0.77,48.0,87.0,-39.0
